State StateCode Year PCP TAVG PDSI PHDI ZNDX PMDI CDD HDD SP01 SP02 SP03 SP06 SP09 SP12 SP24 TMIN TMAX
Florida 8 2014 59.13 847.7 9.08 12.63 6.66 8.58 3453.0 719.0 3.94 4.83 5.19 4.86 8.9 10.58 11.31 721.5 973.7
Florida 8 2015 52.86 880.4 -13.83 -13.83 -9.69 -13.27 4159.0 482.0 1.01 0.13 -0.32 -0.24 -1.23 0.4 8.09 763.0 997.9
Florida 8 2016 53.72 869.6 -8.16 -6.09 -5.32 -5.42 3847.0 559.0 -0.3 0.19 1.67 3.03 4.95 5.68 4.56 745.2 993.7
Georgia 9 1960 46.92 744.2 0.94 5.75 -3.21 3.13 1621.0 3485.0 -1.59 -1.95 -2.05 0.45 2.46 4.99 4.39 601.5 887.2
Georgia 9 1961 54.12 751.1 7.58 11.07 7.53 8.1 1379.0 3062.0 2.33 1.35 0.27 1.07 1.18 -0.66 3.0 606.8 895.0
Georgia 9 1962 49.27 757.1 -3.92 -4.67 -3.59 -5.4 1710.0 3182.0 0.05 1.39 1.57 0.49 0.94 2.58 1.1 611.8 902.3
Georgia 9 1963 50.39 742.6 3.41 1.6 4.03 2.73 1498.0 3402.0 0.42 0.28 0.13 1.79 1.08 0.65 1.96 596.0 889.2
Georgia 9 1964 70.46 750.8 41.66 41.66 25.66 40.72 1510.0 3134.0 10.8 14.41 17.13 18.57 19.21 19.01 14.39 613.5 888.2
Georgia 9 1965 48.39 757.8 33.22 33.22 -0.64 24.97 1553.0 2970.0 -0.58 0.64 1.56 4.93 8.97 13.67 24.06 616.8 898.3
Georgia 9 1966 55.87 740.7 26.22 26.22 10.8 24.63 1391.0 3312.0 4.15 4.91 5.02 5.44 6.01 6.09 14.2 603.9 877.2
Georgia 9 1967 49.32 749.2 13.37 13.78 5.67 13.24 1200.0 2941.0 0.78 -0.22 -0.8 0.09 -1.7 -0.71 3.53 602.6 895.6
Georgia 9 1968 42.04 739.5 -11.61 -10.65 -6.46 -9.15 1519.0 3514.0 -3.33 -5.35 -6.76 -9.32 -9.02 -9.83 -7.71 591.7 887.5
Georgia 9 1969 49.54 740.4 7.19 4.95 4.68 4.8 1531.0 3463.0 0.57 0.72 1.44 0.94 -1.7 -4.43 -10.28 600.4 880.0
Georgia 9 1970 49.33 754.0 12.08 12.08 0.99 4.98 1693.0 3195.0 0.01 0.47 0.77 0.69 1.39 1.65 -2.24 610.8 897.0
Georgia 9 1971 57.0 759.9 22.65 22.65 11.51 20.95 1562.0 2936.0 4.91 5.39 5.72 7.64 7.37 7.14 6.0 620.1 899.5
Georgia 9 1972 50.88 761.6 10.59 13.55 2.23 10.15 1451.0 2836.0 0.76 0.12 -0.44 0.77 3.38 6.31 9.44 622.6 900.0
Georgia 9 1973 58.18 761.4 27.33 27.33 9.46 22.44 1621.0 2920.0 4.87 6.75 8.43 11.97 14.22 12.98 13.79 624.0 898.2
Georgia 9 1974 50.51 766.0 13.86 13.86 4.5 4.32 1426.0 2611.0 1.4 1.39 1.52 1.45 1.2 3.97 12.1 622.6 910.0
Georgia 9 1975 61.35 764.7 35.23 35.23 15.66 34.94 1537.0 2772.0 6.99 9.45 11.08 13.02 13.97 13.35 12.34 628.3 901.0
Georgia 9 1976 55.61 737.7 20.33 25.34 12.05 21.92 1277.0 3340.0 3.15 4.18 3.97 4.11 4.34 6.32 13.97 591.9 883.8
Georgia 9 1977 48.18 754.2 -0.85 1.69 -5.6 0.05 1796.0 3309.0 -0.89 -1.16 -1.22 -0.31 1.35 3.68 6.88 609.5 898.9
Georgia 9 1978 42.88 751.3 -10.81 -7.34 -8.89 -9.77 1718.0 3344.0 -3.84 -4.89 -5.81 -3.89 -1.65 -1.35 1.43 607.3 894.7
Georgia 9 1979 55.68 747.2 18.78 12.48 10.38 14.77 1436.0 3185.0 3.24 5.78 6.09 5.26 3.39 0.76 -0.58 610.1 884.6
Georgia 9 1980 47.07 756.4 -3.16 1.42 -6.57 -2.21 1835.0 3287.0 -4.23 -3.71 -3.29 -1.78 2.7 4.47 3.55 614.3 897.8
Georgia 9 1981 42.09 748.2 -38.51 -41.75 -11.78 -40.38 1599.0 3339.0 -4.17 -8.02 -10.23 -14.26 -18.48 -18.19 -9.66 600.5 896.0
Georgia 9 1982 53.28 767.2 8.44 -5.08 3.73 1.77 1536.0 2777.0 2.98 3.04 2.86 2.99 1.68 -0.39 -13.26 632.5 902.0
Georgia 9 1983 56.54 743.1 6.81 9.67 6.72 7.78 1541.0 3389.0 2.52 3.27 3.18 4.3 6.9 7.78 5.0 605.7 880.6
Georgia 9 1984 48.0 759.9 11.45 20.39 -0.57 15.12 1513.0 2888.0 -1.36 0.21 2.16 7.15 9.05 10.53 13.04 615.4 904.6
Georgia 9 1985 47.08 765.1 -12.14 -19.4 -2.3 -15.31 1627.0 2888.0 -0.96 -2.17 -3.44 -9.0 -12.73 -12.94 -1.78 628.8 901.1
Georgia 9 1986 42.5 780.5 -20.66 -30.42 -14.08 -27.24 1883.0 2686.0 -4.99 -6.76 -8.2 -10.76 -11.26 -11.37 -17.42 640.2 920.6
Georgia 9 1987 44.99 759.3 -10.71 -8.66 -8.54 -9.09 1720.0 3072.0 -3.35 -3.05 -3.01 -0.63 1.85 1.84 -7.01 617.9 900.4
Georgia 9 1988 43.65 748.8 -30.37 -30.37 -7.04 -25.13 1545.0 3238.0 -4.49 -4.64 -5.08 -9.2 -11.91 -14.21 -9.01 604.0 893.7
Georgia 9 1989 55.32 758.7 10.81 5.67 10.79 6.04 1484.0 2959.0 3.81 2.95 3.32 3.22 -1.37 -5.06 -13.78 623.5 893.7
Georgia 9 1990 44.85 787.9 -4.23 -4.74 -11.23 -5.0 1773.0 2341.0 -3.93 -3.8 -3.7 -3.66 1.0 5.44 0.48 639.3 936.1
Georgia 9 1991 57.84 774.6 11.83 22.7 9.16 15.16 1712.0 2655.0 3.83 5.56 6.5 12.24 11.79 9.39 10.8 644.2 905.0
Georgia 9 1992 58.74 752.9 12.4 19.44 14.97 14.6 1364.0 2978.0 5.23 6.83 6.31 3.32 2.7 4.39 9.83 621.6 883.9
Georgia 9 1993 45.86 758.9 1.92 3.07 -7.5 1.87 1771.0 3161.0 -2.76 -3.94 -3.71 -1.55 4.06 7.65 8.45 619.5 898.0
Georgia 9 1994 61.23 763.6 23.99 16.25 16.65 20.33 1460.0 2752.0 6.3 8.38 10.51 11.1 6.64 3.53 8.17 631.8 895.5
Georgia 9 1995 49.67 761.9 4.96 14.02 -0.48 7.89 1702.0 3010.0 0.54 0.82 0.47 1.99 5.39 9.17 9.27 624.9 898.6
Georgia 9 1996 48.7 751.8 1.23 -1.93 -2.4 -1.6 1555.0 3203.0 -0.14 -0.97 -1.0 -0.03 1.44 1.31 7.31 610.8 892.9
Georgia 9 1997 57.29 758.6 10.27 10.27 11.08 7.91 1428.0 2899.0 4.57 4.49 3.91 3.38 2.17 1.43 1.64 624.3 892.8
Georgia 9 1998 52.9 788.3 1.03 11.84 -3.99 8.31 2007.0 2503.0 1.04 3.26 5.65 10.71 15.83 18.24 14.23 653.6 923.1
Georgia 9 1999 40.86 773.9 -36.85 -36.85 -12.87 -35.29 1709.0 2636.0 -4.23 -6.18 -7.62 -9.93 -12.84 -11.94 4.88 627.9 919.8
Georgia 9 2000 41.38 760.3 -45.73 -45.73 -12.38 -42.31 1712.0 3036.0 -5.44 -6.68 -8.78 -12.94 -15.42 -17.78 -21.34 613.5 907.3
Georgia 9 2001 41.8 767.3 -26.24 -26.24 -9.38 -17.89 1536.0 2679.0 -5.34 -6.17 -5.99 -4.99 -6.03 -8.97 -19.06 624.0 910.3
Georgia 9 2002 49.72 772.3 -23.65 -36.24 -4.21 -29.49 1863.0 2818.0 0.29 -1.33 -3.34 -9.74 -13.11 -14.57 -16.75 635.1 909.2
Georgia 9 2003 57.23 759.8 27.32 29.17 12.12 32.08 1550.0 2910.0 4.55 6.75 9.11 14.99 15.7 13.86 -0.27 627.6 891.9
Georgia 9 2004 52.16 767.7 6.36 5.17 3.26 5.63 1704.0 2764.0 0.53 1.85 1.58 -1.26 -2.4 0.28 10.24 633.7 901.5
Georgia 9 2005 54.74 765.5 16.89 28.9 7.12 21.0 1707.0 2848.0 2.75 3.12 4.5 9.82 12.33 11.92 8.67 631.5 899.2
Georgia 9 2006 39.0 774.6 -29.08 -24.76 -15.75 -26.83 1760.0 2634.0 -5.56 -7.85 -9.61 -13.29 -11.71 -8.31 2.9 628.2 921.0
Georgia 9 2007 38.07 777.6 -49.7 -49.7 -18.56 -49.55 1880.0 2608.0 -6.61 -9.4 -11.28 -14.58 -19.08 -21.7 -21.05 631.3 923.8
Georgia 9 2008 46.99 762.2 -28.39 -36.5 -3.99 -31.62 1648.0 2951.0 -1.45 -1.47 -2.1 -4.53 -6.77 -10.53 -22.73 620.3 904.0
Georgia 9 2009 61.48 761.0 9.33 3.64 12.43 6.71 1638.0 2981.0 5.36 6.39 6.81 7.16 6.27 3.53 -4.96 629.5 892.0
Georgia 9 2010 43.04 755.5 -11.88 5.37 -10.7 -1.34 2060.0 3449.0 -3.21 -2.54 -1.63 2.34 7.03 12.26 11.7 612.6 898.2
Georgia 9 2011 40.11 775.8 -46.38 -46.38 -18.17 -46.11 1904.0 2749.0 -5.56 -8.24 -10.29 -14.73 -16.27 -17.75 -3.69 628.5 923.1
Georgia 9 2012 42.02 786.0 -50.23 -50.23 -12.94 -49.04 1823.0 2318.0 -3.75 -5.88 -6.9 -9.38 -13.94 -16.86 -24.66 647.0 924.8
Georgia 9 2013 63.49 760.8 29.5 18.66 18.5 25.13 1492.0 2919.0 7.81 9.41 10.69 13.8 12.18 9.41 -4.86 632.3 888.8
Georgia 9 2014 51.41 755.6 10.6 22.13 0.91 12.55 1645.0 3165.0 1.19 1.57 1.45 1.12 5.68 8.85 13.19 616.0 895.5
Georgia 9 2015 55.74 784.0 0.48 -2.48 1.32 -2.27 1872.0 2549.0 3.53 3.18 2.88 2.7 1.4 1.88 7.41 655.7 912.0
Georgia 9 2016 41.07 789.6 -23.76 -17.18 -17.27 -19.87 2104.0 2502.0 -5.38 -6.24 -5.62 -4.17 0.59 3.49 3.69 647.9 931.8
Idaho 10 1960 21.59 507.3 -7.04 -8.19 -5.24 -6.23 464.0 7445.0 -2.36 -2.32 -4.02 -5.65 -5.05 -5.67 -2.07 361.5 652.5
Idaho 10 1961 23.27 523.0 -8.88 -14.45 -2.73 -6.34 599.0 7125.0 0.5 -0.65 -0.47 -3.48 -5.77 -7.45 -9.36 383.2 662.7
Idaho 10 1962 23.04 509.2 3.41 6.2 1.23 3.51 301.0 7285.0 0.37 1.01 0.78 0.99 1.07 0.97 -4.08 366.5 651.9
Idaho 10 1963 26.25 521.9 13.71 13.71 7.29 12.27 383.0 6967.0 3.22 4.72 5.22 6.81 6.1 4.5 4.38 383.8 660.0
Idaho 10 1964 30.69 487.2 25.52 25.52 16.67 20.55 295.0 7915.0 5.04 4.45 4.83 6.22 5.64 7.32 8.71 347.8 626.6
Idaho 10 1965 23.26 509.7 28.9 38.14 2.66 28.57 278.0 7180.0 -0.14 2.93 6.11 12.0 16.35 21.11 19.29 372.3 647.0
Idaho 10 1966 18.82 521.7 -33.86 -31.39 -14.97 -33.48 413.0 6949.0 -5.98 -9.48 -11.67 -15.54 -15.64 -14.91 4.99 374.0 669.6
Idaho 10 1967 25.49 523.1 4.92 0.38 5.55 1.4 554.0 7040.0 1.54 2.69 4.17 5.25 4.19 0.94 -10.16 384.5 661.7
Idaho 10 1968 26.49 507.7 10.18 10.18 9.55 8.21 331.0 7283.0 3.16 4.48 4.24 2.78 0.77 0.8 1.73 371.5 644.1
Idaho 10 1969 21.58 513.1 -13.01 5.34 -6.77 -3.79 399.0 7240.0 -4.9 -4.85 -3.82 -0.16 4.79 9.86 8.06 368.8 657.3
Idaho 10 1970 30.15 509.8 21.44 15.15 15.51 18.84 432.0 7327.0 6.12 8.39 8.87 9.07 7.12 4.05 10.48 374.4 645.4
Idaho 10 1971 28.14 500.5 39.62 39.62 11.36 39.0 421.0 7585.0 4.68 5.88 7.28 11.62 15.51 18.22 15.6 366.2 634.9
Idaho 10 1972 25.53 505.6 10.1 25.78 2.14 18.75 365.0 7456.0 2.67 3.17 4.02 6.1 8.92 11.72 20.13 370.0 640.9
Idaho 10 1973 24.09 513.4 -7.8 -10.37 -0.03 -10.39 396.0 7126.0 -0.57 -1.0 -2.79 -6.23 -8.69 -9.01 2.72 375.1 651.1
Idaho 10 1974 22.68 516.5 -6.7 5.16 -6.57 -0.27 403.0 7136.0 -2.02 -2.43 -1.19 4.01 10.02 12.99 3.78 372.5 660.0
Idaho 10 1975 29.12 494.0 24.73 17.54 16.95 20.03 376.0 7753.0 6.67 8.66 9.43 9.07 7.44 4.92 12.79 364.4 623.6
Idaho 10 1976 20.29 505.8 18.38 20.74 -4.73 17.6 312.0 7446.0 -1.78 -1.19 -0.57 1.89 4.23 7.11 8.89 359.2 652.2
Idaho 10 1977 24.01 515.9 -15.41 -48.62 -8.43 -37.62 426.0 7203.0 1.33226762955e-15 -2.75 -5.62 -11.74 -20.03 -23.56 -10.76 374.3 657.8
Idaho 10 1978 23.24 508.6 13.46 15.59 0.18 11.96 292.0 7248.0 1.29 2.44 3.52 7.47 11.91 13.78 -4.98 372.5 644.4
Idaho 10 1979 19.85 508.4 -23.71 -23.71 -10.57 -21.27 435.0 7415.0 -3.52 -4.46 -5.62 -9.45 -10.02 -9.48 3.7 361.7 655.1
Idaho 10 1980 28.67 519.1 9.91 8.24 10.27 8.6 285.0 6992.0 5.82 6.95 7.52 8.96 6.69 3.36 -3.91 384.6 653.4
Idaho 10 1981 26.14 532.1 9.42 12.89 6.64 7.62 400.0 6707.0 2.31 2.54 2.83 3.45 4.25 5.37 6.68 392.8 671.7
Idaho 10 1982 30.55 492.7 41.01 41.01 18.08 40.45 337.0 7799.0 8.87 11.23 13.4 17.29 20.08 21.5 18.08 362.0 623.0
Idaho 10 1983 31.41 514.6 51.55 51.55 20.28 51.3 336.0 7092.0 8.99 11.3 12.42 15.95 17.85 19.43 26.14 387.0 642.0
Idaho 10 1984 27.35 489.2 58.51 58.51 17.27 56.85 392.0 7993.0 5.78 7.97 9.73 14.36 17.32 19.66 25.35 359.0 619.0
Idaho 10 1985 20.14 476.1 -6.07 14.88 -4.02 5.32 423.0 8565.0 -3.36 -2.87 -3.0 -5.04 -5.03 -2.57 12.1 332.3 620.3
Idaho 10 1986 25.08 528.9 0.08 18.56 1.38 10.35 427.0 6835.0 2.08 3.69 4.38 7.14 9.84 9.24 5.15 390.2 668.1
Idaho 10 1987 18.42 534.1 -37.13 -37.13 -18.0 -35.85 364.0 6575.0 -5.43 -9.05 -10.63 -12.37 -14.68 -14.35 -2.98 382.9 685.3
Idaho 10 1988 20.5 530.1 -46.31 -46.31 -11.88 -43.6 478.0 6858.0 -4.92 -6.0 -7.9 -12.46 -14.28 -16.49 -25.36 381.5 678.5
Idaho 10 1989 20.97 513.0 -25.43 -25.43 -6.71 -15.29 411.0 7375.0 -2.29 -1.84 -1.33 -2.83 -3.99 -4.98 -16.08 371.6 654.5
Idaho 10 1990 23.41 521.5 -22.08 -22.08 -3.19 -14.56 508.0 7042.0 0.8 0.01 -0.8 -2.48 -4.58 -6.3 -7.72 377.0 666.0
Idaho 10 1991 22.43 519.3 -0.66 -2.33 -0.7 -1.4 474.0 7166.0 -0.59 -0.9 -1.54 -2.92 -4.39 -5.52 -8.3 379.4 659.3
Idaho 10 1992 18.96 539.8 -37.29 -37.29 -17.59 -37.26 419.0 6469.0 -5.06 -7.87 -9.06 -12.43 -15.7 -15.35 -15.97 394.2 685.2
Idaho 10 1993 24.08 491.1 2.08 7.85 7.26 6.31 163.0 7765.0 2.43 3.39 4.69 8.16 7.73 4.23 -7.55 355.0 627.0
Idaho 10 1994 20.39 531.9 -25.96 -35.73 -12.12 -32.85 562.0 6826.0 -4.16 -6.2 -8.64 -14.78 -15.67 -13.88 -6.79 386.1 677.5
Idaho 10 1995 31.11 523.9 33.79 28.85 20.37 31.51 304.0 6803.0 8.26 10.26 11.58 15.47 14.87 11.27 -1.57 388.7 659.1
Idaho 10 1996 32.1 518.0 41.66 41.66 12.06 32.11 416.0 7087.0 5.88 6.34 8.08 12.55 17.58 21.63 22.11 377.9 658.2
Idaho 10 1997 25.28 518.8 38.32 38.32 5.02 34.35 397.0 6969.0 4.02 7.13 10.34 17.06 20.46 24.35 29.25 380.9 656.9
Idaho 10 1998 28.95 531.9 27.07 27.07 10.59 21.21 572.0 6760.0 5.2 6.47 6.68 9.19 8.92 8.54 21.68 397.9 665.5
Idaho 10 1999 22.64 523.1 1.23 16.58 -2.09 12.39 366.0 6905.0 -2.05 -1.74 -1.46 0.93 5.22 9.64 12.99 377.5 668.3
Idaho 10 2000 20.89 527.2 -26.16 -26.16 -10.17 -23.38 478.0 6934.0 -3.21 -3.74 -3.65 -6.71 -7.55 -7.99 1.95 384.9 669.4
Idaho 10 2001 19.13 531.1 -47.86 -47.86 -16.1 -46.96 544.0 6880.0 -5.0 -8.44 -10.64 -14.85 -19.51 -22.92 -24.47 384.4 677.8
Idaho 10 2002 18.98 515.6 -34.81 -34.81 -11.74 -33.8 473.0 7190.0 -4.46 -6.64 -7.78 -8.47 -8.27 -9.12 -25.87 371.9 659.6
Idaho 10 2003 22.56 544.5 -35.87 -35.87 -10.45 -33.03 645.0 6454.0 -1.44 -2.52 -3.64 -5.94 -6.82 -8.92 -13.31 401.4 687.1
Idaho 10 2004 23.18 529.8 -8.24 -19.78 -1.48 -14.81 440.0 6766.0 0.84 1.4 2.03 0.61 -3.54 -5.03 -9.82 392.1 667.7
Idaho 10 2005 24.59 523.0 4.99 3.11 1.76 0.26 426.0 7038.0 0.28 -0.56 -0.94 -0.93 -1.81 -3.26 -5.47 379.4 666.6
Idaho 10 2006 26.38 530.2 -0.33 3.56 0.71 3.69 569.0 6827.0 2.52 3.97 4.54 6.73 9.68 12.28 7.09 385.5 675.2
Idaho 10 2007 19.56 537.4 -30.89 -30.89 -14.44 -28.35 636.0 6733.0 -4.58 -6.98 -7.6 -9.78 -10.64 -9.72 2.48 389.4 685.4
Idaho 10 2008 21.97 510.3 -20.01 -20.01 -5.08 -12.56 445.0 7370.0 -2.28 -3.5 -4.64 -4.47 -4.16 -4.84 -10.73 364.2 656.2
Idaho 10 2009 22.88 513.8 1.62 1.23 3.37 2.32 467.0 7304.0 0.2 1.7 2.67 3.32 1.37 -1.3 -3.87 371.6 655.9
Idaho 10 2010 26.14 520.0 12.4 10.47 8.25 10.96 335.0 6964.0 2.99 2.18 1.58 -0.36 -2.81 -3.87 -3.22 383.1 656.5
Idaho 10 2011 24.69 508.6 20.64 34.83 6.47 30.05 427.0 7434.0 1.73 3.4 5.23 9.62 13.71 14.8 8.41 369.3 647.9
Idaho 10 2012 25.72 541.2 -4.32 3.52 -1.01 -3.01 570.0 6524.0 1.58 0.32 -0.06 -0.75 -0.78 0.75 11.19 395.0 687.8
Idaho 10 2013 17.64 524.5 -22.73 -22.73 -15.56 -20.62 646.0 7214.0 -5.59 -6.63 -6.94 -8.8 -10.59 -9.87 -6.32 380.0 669.1
Idaho 10 2014 26.47 541.2 -25.34 -25.34 -2.56 -15.71 530.0 6519.0 3.34 3.75 3.37 1.43 0.58 -2.89 -8.72 400.9 681.4
Idaho 10 2015 22.52 556.5 -28.38 -28.38 -10.24 -26.3 596.0 6131.0 -0.72 -2.11 -2.86 -3.61 -4.37 -2.94 -3.52 413.2 699.9
Idaho 10 2016 25.66 541.5 -9.56 -12.27 -1.46 -9.35 457.0 6448.0 1.14 2.78 3.93 3.01 4.08 3.58 0.97 401.9 681.0
Illinois 11 1960 34.62 603.9 -2.43 0.35 -2.61 -1.03 778.0 6782.0 -1.14 -1.89 -2.41 -0.72 -0.24 -0.86 -2.1 483.5 724.3
Illinois 11 1961 43.01 613.4 14.17 10.41 12.17 11.5 765.0 6472.0 2.17 3.95 3.94 1.99 -0.79 -2.82 -2.19 489.6 737.0
Illinois 11 1962 33.41 610.9 2.72 18.09 -4.18 10.2 798.0 6730.0 -2.48 -2.77 -2.19 -0.09 3.24 6.46 3.09 486.3 735.4
Illinois 11 1963 27.82 608.2 -34.06 -34.06 -18.37 -31.83 831.0 6793.0 -9.05 -11.46 -12.83 -14.82 -16.47 -18.46 -9.21 472.2 744.5
Illinois 11 1964 32.11 629.9 -50.3 -50.3 -15.91 -48.18 886.0 6139.0 -4.54 -6.06 -7.67 -10.89 -12.83 -16.29 -26.46 498.0 761.7
Illinois 11 1965 41.81 623.4 10.15 -12.35 8.82 -5.78 768.0 6335.0 2.99 3.16 4.82 2.29 -1.25 -2.73 -13.07 498.8 747.8
Illinois 11 1966 34.91 606.9 -0.25 -0.11 -3.89 -2.35 775.0 6708.0 -1.19 -2.6 -4.26 -5.81 -3.52 -2.75 -3.43 479.8 734.3
Illinois 11 1967 40.55 606.7 10.06 5.34 10.11 8.12 565.0 6597.0 2.57 2.61 3.01 1.72 -0.73 -2.06 -3.04 484.2 728.8
Illinois 11 1968 35.7 613.7 -3.58 12.96 -1.45 5.11 800.0 6379.0 -0.94 -0.77 -1.4 -0.27 0.27 1.32 -0.08 489.9 737.3
Illinois 11 1969 40.71 604.9 12.66 16.32 10.25 12.89 748.0 6748.0 1.25 3.28 5.61 5.61 4.46 4.0 4.16 485.5 724.2
Illinois 11 1970 41.76 614.6 26.29 26.29 9.71 22.02 879.0 6575.0 0.41 1.08 2.59 5.1 6.58 5.91 7.12 494.9 734.6
Illinois 11 1971 32.21 626.7 -9.13 -4.97 -9.13 -8.27 860.0 6233.0 -3.65 -7.1 -9.34 -10.37 -9.17 -4.95 1.03 499.4 753.8
Illinois 11 1972 41.54 603.9 10.14 -0.48 10.01 3.97 726.0 6941.0 3.02 4.56 5.1 2.84 0.63 -2.93 -5.33 485.6 722.3
Illinois 11 1973 47.61 636.6 40.36 40.36 14.02 38.86 912.0 5871.0 6.49 8.84 10.71 16.21 19.77 20.24 11.94 524.0 749.3
Illinois 11 1974 41.66 619.4 38.09 38.09 6.66 32.71 675.0 6271.0 3.3 5.02 6.16 10.35 13.96 18.11 27.1 501.4 737.2
Illinois 11 1975 40.75 623.9 18.53 25.98 6.74 22.52 850.0 6240.0 3.96 4.14 4.44 4.45 5.03 6.8 18.04 506.8 741.2
Illinois 11 1976 28.54 604.5 -11.26 -7.39 -10.01 -10.54 705.0 6809.0 -7.64 -8.47 -7.75 -9.14 -8.68 -7.75 -0.21 467.4 741.4
Illinois 11 1977 41.8 618.1 -8.86 -11.51 4.19 -8.69 929.0 6549.0 3.1 2.11 1.11 -2.95 -8.09 -11.87 -13.65 495.0 741.1
Illinois 11 1978 35.72 594.9 -0.89 12.23 -1.68 5.81 862.0 7120.0 -1.03 -2.15 -3.08 -1.22 1.26 2.23 -6.42 472.7 716.7
Illinois 11 1979 38.63 592.5 5.85 7.63 2.8 3.21 745.0 7082.0 0.51 2.25 2.79 4.04 4.79 4.49 5.22 469.3 716.2
Illinois 11 1980 33.66 615.7 -10.42 -11.84 -3.35 -9.1 961.0 6699.0 -2.68 -4.06 -3.73 -7.1 -9.17 -8.84 -2.72 492.8 738.6
Illinois 11 1981 41.69 621.0 18.59 17.01 11.09 17.95 737.0 6282.0 0.91 2.09 1.78 4.45 3.69 0.79 -5.21 498.6 743.5
Illinois 11 1982 46.58 608.2 36.81 36.81 16.4 36.15 729.0 6636.0 6.18 6.39 5.55 4.82 7.67 10.95 8.6 487.9 728.6
Illinois 11 1983 41.29 624.0 30.94 30.94 2.75 19.08 1086.0 6438.0 1.23 3.37 5.53 8.14 11.41 12.56 17.21 507.0 740.5
Illinois 11 1984 41.31 621.8 12.12 15.11 5.76 11.13 842.0 6329.0 2.11 3.17 4.36 6.23 6.55 8.22 15.01 503.0 740.6
Illinois 11 1985 45.63 607.8 25.74 25.74 12.47 18.42 746.0 6645.0 5.53 8.33 8.61 10.96 10.72 12.32 14.73 486.4 729.0
Illinois 11 1986 37.46 634.0 19.24 21.71 3.12 9.93 865.0 6040.0 -2.46 -0.76 2.01 5.66 6.05 7.66 14.26 513.5 754.4
Illinois 11 1987 34.68 649.1 -16.8 -12.55 -7.91 -12.84 1063.0 5655.0 -1.89 -4.97 -7.51 -7.89 -7.13 -6.29 1.3 523.3 775.2
Illinois 11 1988 29.33 625.4 -25.11 -26.66 -16.06 -24.42 1163.0 6482.0 -5.48 -6.13 -7.25 -10.79 -11.12 -10.54 -13.04 486.4 764.2
Illinois 11 1989 32.38 604.8 -22.3 -22.3 -3.6 -16.67 739.0 6757.0 -3.32 -4.09 -3.19 -3.24 -6.49 -10.85 -15.32 479.4 730.2
Illinois 11 1990 49.94 642.7 23.0 18.47 18.15 21.96 764.0 5607.0 8.84 8.87 8.67 8.9 8.23 5.21 -3.47 520.0 765.7
Illinois 11 1991 36.13 644.9 -12.95 3.89 -5.52 4.19 1104.0 5909.0 -1.52 -0.11 1.05 0.97 4.25 8.96 10.44 524.3 765.1
Illinois 11 1992 35.81 622.7 1.01 -3.67 1.2 3.32 519.0 6096.0 -2.38 -2.04 -3.9 -4.11 -7.17 -7.42 1.46 504.6 740.4
Illinois 11 1993 51.18 610.6 45.16 51.03 24.63 50.41 807.0 6576.0 8.61 12.45 15.45 21.39 21.38 19.11 8.29 501.0 720.0
Illinois 11 1994 35.51 624.0 -4.21 30.82 -3.56 18.25 750.0 6181.0 -1.1 -1.89 -3.04 -1.9 4.67 9.38 20.47 499.1 748.6
Illinois 11 1995 38.91 619.3 -1.98 4.5 0.13 -0.29 1042.0 6577.0 -0.05 1.02 2.3 5.13 5.34 4.02 9.95 496.6 741.7
Illinois 11 1996 38.83 601.5 7.57 6.01 4.24 3.03 699.0 6879.0 0.21 0.08 -0.25 0.07 0.04 0.15 3.32 480.4 722.4
Illinois 11 1997 35.09 611.6 -2.13 4.05 -0.74 1.81 701.0 6517.0 -0.06 -1.22 -1.61 -3.55 -3.37 -1.0 -0.2 494.7 728.5
Illinois 11 1998 44.49 662.6 16.81 15.71 7.45 13.16 1032.0 5161.0 5.22 6.89 7.85 9.14 8.95 6.23 4.1 550.1 775.3
Illinois 11 1999 35.71 642.5 1.01 3.72 -5.11 0.9 939.0 5810.0 -1.04 -2.66 -2.28 -0.43 2.2 5.57 8.81 513.4 771.3
Illinois 11 2000 39.77 626.4 -0.13 -5.23 3.54 -3.66 811.0 6118.0 2.3 2.7 1.78 -0.98 -4.17 -5.86 0.24 503.6 748.9
Illinois 11 2001 39.65 640.7 7.92 6.64 5.29 6.17 877.0 5730.0 2.3 2.0 2.14 -0.8 -0.26 1.15 -2.93 517.2 763.9
Illinois 11 2002 39.06 638.9 4.16 15.88 -0.27 11.12 1025.0 5990.0 1.42 1.54 2.31 7.33 10.6 10.2 8.49 516.7 760.9
Illinois 11 2003 37.78 620.6 -1.35 -9.31 2.09 -4.87 755.0 6273.0 -0.22 -0.23 -2.25 -4.89 -6.93 -6.19 3.2 495.9 744.7
Illinois 11 2004 39.97 631.0 9.54 12.22 5.27 9.23 683.0 5907.0 -0.24 2.88 3.0 3.0 3.33 3.63 -1.39 510.9 751.0
Illinois 11 2005 31.43 644.3 -22.69 -14.8 -14.12 -17.28 1112.0 5918.0 -4.58 -4.84 -5.21 -5.31 -4.28 -1.11 2.28 520.5 768.3
Illinois 11 2006 40.63 648.0 -3.92 -22.81 3.25 -18.09 875.0 5524.0 2.89 2.84 2.21 -0.47 -3.01 -7.49 -5.79 527.1 769.2
Illinois 11 2007 36.69 644.2 -6.54 -5.06 -6.45 -5.43 1057.0 5927.0 0.8 0.46 0.43 1.04 1.98 3.29 -2.59 519.0 769.3
